,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Bodegas,Departamentos por piso,Orientación,Número de piso de la unidad,Cantidad de pisos
95,Republica Arabe De Egipto / Director,Departamento,Publicado hace 6 días,2021-07-01,"Rep Árabe De Egipto 300 - 600, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",730.000,,"0,22 UF/m²","0,28 UF/m²",111 m²,111 m²,4,3,1,,,,,,,
96,La Gloria / Apoquindo,Departamento,Publicado hace 6 días,2021-07-01,"La Gloria 1 - 300, Metro Escuela Militar, Las Condes, RM (Metropolitana)",550.000,,,,46 m²,42 m²,2,2,1,,,,,,,
97,Av. Cristóbal Colón / Américo Vespucio,Departamento,Publicado hace 6 días,2021-07-01,"Cristóbal Colón 4200 - 4500, Vaticano, Las Condes, RM (Metropolitana)",590.000,,"0,37 UF/m²","0,38 UF/m²",54 m²,45 m²,2,2,1,90000 CLP,,,,,,
98,Republica Arabe De Egipto / Director,Departamento,Publicado hace 6 días,2021-07-01,"Rep Árabe De Egipto 600 - 900, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",500.000,,"0,37 UF/m²","0,37 UF/m²",45 m²,40 m²,1,1,1,,,,,,,
99,Callao  / Metro El Golf,Departamento,Publicado hace 6 días,2021-07-01,"Callao 3300 - 3600, Barrio El Golf, Las Condes, RM (Metropolitana)",600.000,,"0,37 UF/m²",,55 m²,55 m²,1,1,1,,,,,,,
100,Gran Departamento 2 Dormitorios + Sala De Estar Y Servicios,Departamento,Publicado hace 6 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",1.150.000,,"0,19 UF/m²","0,26 UF/m²",200 m²,180 m²,3,3,2,,,,,,,
101,"Alcàntara/ Presidente Errazuriz, Con O Sin Muebles!!",Departamento,Publicado hace 6 días,2021-07-01,"Alcántara 244, Barrio El Golf, Las Condes, RM (Metropolitana)",1.600.000,,"0,3 UF/m²","0,26 UF/m²",180 m²,180 m²,4,3,2,,,,,,,
102,El Golf / Alcantara / Vista Al Club De Golf,Departamento,Publicado hace 6 días,2021-07-01,"El Golf 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",1.600.000,,"0,25 UF/m²","0,24 UF/m²",215 m²,175 m²,4,4,2,,,,,,,
103,Metro Los Dominicos,Departamento,Publicado hace 6 días,2021-07-01,"Valdepeñas 1 - 300, Los Dominicos, Las Condes, RM (Metropolitana)",550.000,,"0,38 UF/m²","0,37 UF/m²",48.7 m²,38 m²,1,1,1,,,,,,,
104,Kennedy / Manquehue / Vista Despejada Al Norte,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",590.000,,"0,38 UF/m²","0,37 UF/m²",52 m²,41 m²,1,1,1,,,,,,,
105,Kennedy / Manquehue ,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",650.000,,"0,37 UF/m²","0,37 UF/m²",59 m²,48 m²,1,1,1,,,,,,,
106,"Gran Departamento Vista Despejada, Riesco/alonso De Córdoba",Departamento,Publicado hace 6 días,2021-07-01,"Presidente Riesco 4800 - 5100, Parque Arauco, Las Condes, RM (Metropolitana)",1.100.000,,"0,25 UF/m²","0,29 UF/m²",150 m²,140 m²,4,4,2,190000 CLP,,,,,,
107,Calle Luz / Presidente Riesco / 4d-3b/ 175m2 Cod. Lh1 - 300,Departamento,Publicado hace 6 días,2021-07-01,"Luz 600 - 900, Centro Financiero, Las Condes, RM (Metropolitana)",1.500.000,,"0,29 UF/m²","0,26 UF/m²",175 m²,153 m²,4,3,1,230000 CLP,,,,,,
108,Encomenderos / San Sebastian,Departamento,Publicado hace 6 días,2021-07-01,"Encomenderos 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",530.000,,"0,31 UF/m²",,58 m²,55 m²,2,1,1,,,,,,,
109,Manquehue Sur / Apoquindo,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Manquehue Sur 300 - 600, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",630.000,,"0,33 UF/m²","0,33 UF/m²",64 m²,58 m²,2,2,1,,,,,,,
110, Metro Alcantara / Burgos ,Departamento,Publicado hace 6 días,2021-07-01,"Burgos 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",700.000,,"0,32 UF/m²","0,29 UF/m²",74 m²,71 m²,3,2,1,80000 CLP,,,,,,
111,Se Arrienda Departamento En Rosario Norte Las Condes,Departamento,Publicado hace 6 días,2021-07-01,"Rosario Norte 1 - 300, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",480.000,,"0,3 UF/m²",,53 m²,53 m²,2,1,,70000 CLP,,,,,,
112,...,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Presidente Riesco 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,31 UF/m²","0,33 UF/m²",71 m²,63 m²,2,2,1,,,,,,,
113,Moderno Departamento Amoblado - Parque Arauco ,Departamento,Publicado hace 6 días,2021-07-01,"Cerro Colorado 5700 - 6000, Parque Arauco, Las Condes, RM (Metropolitana)",30,891.384,"0,35 UF/m²","0,33 UF/m²",86 m²,80 m²,2,2,1,,,,,,,
114,Luminoso,Departamento,Publicado hace 6 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",1.800.000,,"0,37 UF/m²","0,27 UF/m²",163 m²,140 m²,3,2,2,270000 CLP,,,,,,
115,Metro Escuela Militar ,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Apoquindo 4200 - 4500, Metro Escuela Militar, Las Condes, RM (Metropolitana)",630.000,,"0,42 UF/m²",,50 m²,50 m²,2,1,,,,,,,,
116,Funcional Departamento Con Moderno Diseño En Barrio El Golf,Departamento,Publicado hace 6 días,2021-07-01,"Napoleón 3000 - 3300, Barrio El Golf, Las Condes, RM (Metropolitana)",420.000,,"0,4 UF/m²","0,37 UF/m²",35 m²,35 m²,1,1,,80000 CLP,,,,,,
117,Gran Penthouse San Damián / Paul Harris ,Departamento,Publicado hace 5 días,2021-07-01,"Las Mercedes 1 - 300, San Damián, Las Condes, RM (Metropolitana)",3.000.000,,"0,2 UF/m²","0,24 UF/m²",507 m²,307 m²,4,5,4,,,,,,,
118,Metro El Golf /  Callao Esquina Hendaya,Departamento,Publicado hace 5 días,2021-07-01,"Callao 3300 - 3600, Barrio El Golf, Las Condes, RM (Metropolitana)",460.000,,"0,39 UF/m²","0,37 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
119,Se Arrienda Depto Amoblado 2d2b Las Torcazas Las Condes,Departamento,Publicado hace 5 días,2021-07-01,"Las Torcazas 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",720.000,,"0,4 UF/m²","0,41 UF/m²",60 m²,60 m²,2,2,,,,,,,,
120,Los Militares // Colegio Sek,Departamento,Publicado hace 5 días,2021-07-01,"Los Militares 6600 - 6900, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",800.000,,"0,3 UF/m²","0,26 UF/m²",90 m²,85 m²,3,3,,,,,,,,
121,Barrio El Golf. Nuevo! Hermoso Dpto. ,Departamento,Publicado hace 5 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",870.000,,"0,49 UF/m²","0,37 UF/m²",60 m²,50 m²,1,1,1,,,,,,,
122,Apumanque Estadio Italiano Colegio Sek,Departamento,Publicado hace 5 días,2021-07-01,"Escandinavia 1 - 300, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",800.000,,"0,31 UF/m²","0,29 UF/m²",86 m²,75 m²,3,2,1,,,,,,,
123,Barrio El Golf - Nuevo - Metro Alcántara Sin Ruido.,Departamento,Publicado hace 5 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",850.000,,"0,48 UF/m²","0,37 UF/m²",60 m²,50 m²,1,1,1,,,,,,,
124,Oportunidad! Hermoso Departamento! Metro,Departamento,Publicado hace 5 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",750.000,,"0,42 UF/m²","0,37 UF/m²",60 m²,50 m²,1,1,1,,,,,,,
125,Moderno Departamento A Estrenar !!!!!,Departamento,Publicado hace 5 días,2021-07-01,"Charles Hamilton 11100 - 11400, San Damián, Las Condes, RM (Metropolitana)",5.000.000,,"0,38 UF/m²","0,24 UF/m²",438.22 m²,353 m²,4,4,4,1100000 CLP,2 años,,,,,
126,Edificio Moderno,Departamento,Publicado hace 5 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",33,995.379,"0,37 UF/m²","0,33 UF/m²",90 m²,79 m²,2,2,2,,,,,,,
127,4 Dorm. En Suite - Amplios Espacios - Entrega Inmediata,Departamento,,2021-07-01,"Gertrudis Echenique 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",2.000.000,,"0,19 UF/m²","0,24 UF/m²",354 m²,297 m²,4,5,2,,,,,,,
128,"Precioso Depto Amoblado, 1 Dorm Kennedy/ Gerónimo Alderete",Departamento,Publicado hace 5 días,2021-07-01,"Avenida Presidente Kennedy 6300 - 6600, Parque Arauco, Las Condes, RM (Metropolitana)",530.000,,"0,33 UF/m²","0,37 UF/m²",53.5 m²,50 m²,1,1,1,,,,,,,
129,Metro Escuela Militar,Departamento,Publicado hace 5 días,2021-07-01,"Avenida Américo Vespucio Sur 300 - 600, Metro Escuela Militar, Las Condes, RM (Metropolitana)",900.000,,"0,24 UF/m²","0,3 UF/m²",125 m²,125 m²,2,2,1,170000 CLP,,,,,,
130,Avda Apoquindo Con Manquehue,Departamento,Publicado hace 5 días,2021-07-01,"María Teresa 6000 - 6300, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",655.000,,"0,22 UF/m²","0,33 UF/m²",100.15 m²,97.15 m²,2,2,1,120000 CLP,,,,,,
131,Metro Escuela Militar,Departamento,Publicado hace 5 días,2021-07-01,"El Trovador 4315, Metro Escuela Militar, Las Condes, RM (Metropolitana)",487.000,,"0,25 UF/m²",,65 m²,50 m²,1,1,1,90000 CLP,,,,,,
132,"Gran Departamento, Excelente Ubicación",Departamento,Publicado hace 4 días,2021-07-01,"Hermanos Cabot 6777 - Departamento 1 - 300, Parque Arauco, Las Condes, RM (Metropolitana)",40,1.188.512,"0,27 UF/m²","0,28 UF/m²",149 m²,120 m²,3,3,2,230000 CLP,,,,,,
133,Vista Despejada,Departamento,Publicado hace 4 días,2021-07-01,"Presidente Riesco 2700 - 3000, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)",680.000,,"0,3 UF/m²","0,33 UF/m²",76 m²,74 m²,2,2,1,,,,,,,
134,Lindo Departamento Interior Gastos Incluídos Y Con Jardín,Departamento,Publicado hace 4 días,2021-07-01,"Zapiga 8700 - 9000, Rotonda Atenas, Las Condes, RM (Metropolitana)",300.000,,"0,67 UF/m²",,15 m²,15 m²,1,1,,,,,,,,
135,Extraordinario Departamento Amoblado - Parque Arauco ,Departamento,Publicado hace 4 días,2021-07-01,"Avenida Presidente Riesco 5100 - 5400, Metro Escuela Militar, Las Condes, RM (Metropolitana)",1.500.000,,"0,33 UF/m²","0,28 UF/m²",155 m²,140 m²,3,3,2,,,,,,,
136,Excelente Ubicación,Departamento,Publicado hace 4 días,2021-07-01,"Renato Sánchez 3900 - 4200, Barrio El Golf, Las Condes, RM (Metropolitana)",33,995.379,"0,26 UF/m²","0,28 UF/m²",128 m²,107 m²,4,3,2,270000 CLP,,,,,,
137,"Impecable El Golf, Full Amoblado, Equipado Y Decorado, Metro",Departamento,Publicado hace 4 días,2021-07-01,"Málaga 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",780.000,,"0,55 UF/m²","0,37 UF/m²",48 m²,45 m²,1,1,1,90000 CLP,,,,,,
138,Felix De Amesti / Colon,Departamento,Publicado hace 4 días,2021-07-01,"Félix De Amesti 600 - 900, Metro Escuela Militar, Las Condes, RM (Metropolitana)",420.000,,"0,21 UF/m²","0,37 UF/m²",68 m²,68 m²,2,1,1,,,,,,,
139,"Excelente Depto 1 Dormitorio, Salida Metro Manquehue",Departamento,Publicado hace 3 días,2021-07-01,"Rep Árabe De Egipto 600 - 900, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",470.000,,"0,34 UF/m²","0,37 UF/m²",46 m²,40 m²,1,1,1,100000 CLP,,,,,,
140,Metro Manquehue/ 2 Estacionamientos + Bodega,Departamento,Publicado hace 3 días,2021-07-01,"Rosario Sur 300 - 600, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",1.590.000,,"0,31 UF/m²","0,26 UF/m²",171 m²,171 m²,3,3,2,250000 CLP,,,,,,
141,Metro Manquehue/ 2 Estacionamientos + Bodega,Departamento,Publicado hace 3 días,2021-07-01,"Rosario Sur 300 - 600, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",1.890.000,,"0,37 UF/m²","0,26 UF/m²",171 m²,171 m²,3,3,2,250000 CLP,,,,,,
142,"Maravilloso Pent-house, Vista Despejada, Metro Alcántara.",Departamento,Publicado hace 3 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",6.500.000,,"0,63 UF/m²","0,24 UF/m²",350 m²,300 m²,3,4,3,,,,,,,
143,Calle Tranquila En El Corazon De Barrio El Golf,Departamento,Publicado hace 3 días,2021-07-01,"Alsacia 178 - Departamento 1 - 300, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)",45,1.337.076,"0,5 UF/m²","0,33 UF/m²",90 m²,79 m²,2,2,2,,,,,,,
144,2 Dormitorios Con Terraza +estacionamiento Y Bodega,Departamento,Publicado hace 3 días,2021-07-01,"El Dante 4200 - Departamento 803, Metro Escuela Militar, Las Condes, RM (Metropolitana)",670.000,,"0,29 UF/m²","0,33 UF/m²",77 m²,65 m²,2,2,1,,,,,,,
145,Alsacia / Metro Alcantara / Piso 2 / Oriente ,Departamento,Publicado hace 3 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",850.000,,"0,27 UF/m²","0,33 UF/m²",104.6 m²,88.6 m²,2,2,2,,,,,,,
146,Excelente Departamento Plaza Brasilia - Parque Juan Pablo Ii,Departamento,Publicado hace 3 días,2021-07-01,"Avenida Presidente Kennedy Lateral 6300 - 6600, Parque Arauco, Las Condes, RM (Metropolitana)",28,858.700,"0,28 UF/m²","0,26 UF/m²",105 m²,100 m²,3,3,1,,,,,,,
147,Departamento Barrio El Golf,Departamento,Publicado hace 3 días,2021-07-01,"Zurich 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",980.000,,"0,21 UF/m²","0,29 UF/m²",160 m²,140 m²,4,4,1,280000 CLP,,,,,,
148,Metro Colon,Departamento,Publicado hace 3 días,2021-07-01,"Vaticano 3600 - 3900, Vaticano, Las Condes, RM (Metropolitana)",1.200.000,,"0,24 UF/m²","0,26 UF/m²",165 m²,140 m²,3,3,2,150000 CLP,,,,,,
149,Barrio El Golf / El Bosque / Isidora Goyenechea,Departamento,Publicado hace 3 días,2021-07-01,"Ebro 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",34,1.010.235,"0,34 UF/m²","0,26 UF/m²",100 m²,100 m²,3,3,1,140000 CLP,,,,,,
150,Barrio El Golf / El Bosque / Isidora Goyenechea,Departamento,Publicado hace 3 días,2021-07-01,"Ebro 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",34,1.010.235,"0,34 UF/m²","0,26 UF/m²",100 m²,100 m²,3,3,1,145000 CLP,,,,,,
151,Barrio El Golf / El Bosque / Isidora Goyenechea,Departamento,Publicado hace 3 días,2021-07-01,"Ebro 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",35,1.039.948,"0,28 UF/m²","0,28 UF/m²",125 m²,125 m²,3,3,1,165000 CLP,,,,,,
152,La Castellana - Apoquindo - Metro Escuala Militar Amoblado,Departamento,Publicado hace 3 días,2021-07-01,"La Castellana Norte 1 - 300, Metro Escuela Militar, Las Condes, RM (Metropolitana)",1.250.000,,"0,37 UF/m²","0,27 UF/m²",115 m²,105 m²,3,2,1,,,,,,,
153,Amoblado /  Triplex Con Terraza Privada - Plaza Las Lilas ,Departamento,Publicado hace 2 días,2021-07-01,"Jorge Matte Gormaz 1500 - 1800, Las Lilas, Providencia, RM (Metropolitana)",1.300.000,,"0,27 UF/m²","0,27 UF/m²",160 m²,100 m²,2,3,1,,,,,,,
154,Barrio El Golf / Cerca De La Plaza Perú,Departamento,Publicado hace 2 días,2021-07-01,"Roger De Flor Carmencita, Barrio El Golf, Las Condes, RM (Metropolitana)",440.000,,"0,27 UF/m²",,55 m²,52 m²,1,1,1,55000 CLP,,,,,,
155,"Apoquindo, Nororiente!!",Departamento,Publicado hace 2 días,2021-07-01,"Avenida Apoquindo 7800 - 8100, Los Dominicos, Las Condes, RM (Metropolitana)",720.000,,"0,22 UF/m²",,110 m²,110 m²,3,2,1,,,,,,,
156,Los Militares // Colegio Sek,Departamento,Publicado hace 2 días,2021-07-01,"Los Militares 6600 - 6900, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",27,802.246,"0,3 UF/m²","0,26 UF/m²",90 m²,85 m²,3,3,,,,,,,,
157,Mall Sport / Tres Dormitorios Tres Baños Mas Servicios ,Departamento,Publicado hace 2 días,2021-07-01,"Fray Montalva 1 - 300, Mall Sport, Las Condes, RM (Metropolitana)",1.300.000,,"0,27 UF/m²","0,29 UF/m²",160 m²,135 m²,4,4,2,,,,,,,
158,Arriendo / Gertrudis Echeñique / El Golf,Departamento,Publicado hace 2 días,2021-07-01,"Gertrudis Echenique 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",900.000,,"0,19 UF/m²","0,27 UF/m²",160 m²,140 m²,3,2,1,270000 CLP,,,,,,
159,Dep. Arriendo De 1 Dorm. En Presidente Riesco / Luz,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Presidente Riesco 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",520.000,,"0,34 UF/m²",,52 m²,52 m²,1,1,1,95000 CLP,,,,,,
160,Presidente Riesco - San Sebastian,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Presidente Riesco 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",450.000,,"0,46 UF/m²","0,37 UF/m²",33 m²,33 m²,1,1,,,,,,,,
161,Presidente Riesco - San Sebastian,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Presidente Riesco 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",498.000,,"0,51 UF/m²","0,37 UF/m²",33 m²,33 m²,1,1,1,,,,,,,
162,"2 Dormitorios , 2 Baños, Estacionamiento, Bodeg",Departamento,Publicado hace 2 días,2021-07-01,"Las Condes 9300 - 9600, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)",750.000,,"0,28 UF/m²","0,33 UF/m²",90 m²,80 m²,2,2,1,180000 CLP,6 años,,,,,
163,Hermoso Departamento Totalmente Remodelado,Departamento,Publicado hace 2 días,2021-07-01,"Fontana Rosa 6600 - 6900, Rotonda Atenas, Las Condes, RM (Metropolitana)",525.000,,"0,35 UF/m²","0,37 UF/m²",50 m²,50 m²,1,1,1,70000 CLP,,,,,,
164,Acogedor Departamento Amoblado,Departamento,Publicado hace 2 días,2021-07-01,"Presidente Riesco 3900 - 4200, Barrio El Golf, Las Condes, RM (Metropolitana)",560.000,,"0,42 UF/m²","0,37 UF/m²",45 m²,45 m²,1,1,1,,,,,,,
165,Amplio Depto Rodrigo De Triana ,Departamento,Publicado hace 2 días,2021-07-01,"Rodrigo De Triana 4200 - 4500, Vaticano, Las Condes, RM (Metropolitana)",600.000,,"0,24 UF/m²","0,33 UF/m²",85 m²,85 m²,2,2,1,120000 CLP,,,,,,
166,Excelente Ubicacion Amoblado,Departamento,Publicado hace 2 días,2021-07-01,"Vecinal 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",460.000,,"0,25 UF/m²","0,32 UF/m²",61 m²,60 m²,1,1,,75000 CLP,,,,,,
167,Lindo Departamento,Departamento,Publicado hace 2 días,2021-07-01,"Cerro Colorado 6000 - 6300, Parque Arauco, Las Condes, RM (Metropolitana)",50,1.485.640,"0,44 UF/m²","0,35 UF/m²",113 m²,90 m²,2,2,1,200000 CLP,,,,,,
168,Lindo Departamento,Departamento,Publicado hace 2 días,2021-07-01,"Cerro Colorado 6000 - 6300, Parque Arauco, Las Condes, RM (Metropolitana)",53,1.574.778,"0,47 UF/m²","0,35 UF/m²",113 m²,90 m²,2,2,1,200000 CLP,,,,,,
169,El Golf / Don Carlos / Metro / Entrega Inmediata,Departamento,Publicado hace 2 días,2021-07-01,"Don Carlos 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",460.000,,"0,27 UF/m²","0,37 UF/m²",57 m²,45 m²,1,1,1,75000 CLP,,,,,,
170,Metro Manquehue  - Sin Muebles - Preciosa Vista,Departamento,Publicado hace 2 días,2021-07-01,"Carlos Xii 1 - 300, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",680.000,,"0,26 UF/m²","0,33 UF/m²",88 m²,78 m²,2,2,1,,,,,,,
171,Luz Presidente Riesco,Departamento,Publicado hace 2 días,2021-07-01,"Luz 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",670.000,,"0,26 UF/m²","0,33 UF/m²",87 m²,87 m²,2,2,1,100000 CLP,,,,,,
172,Barrio El Golf,Departamento,Publicado hace 2 días,2021-07-01,"Calle Luz 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",750.000,,"0,25 UF/m²","0,26 UF/m²",100 m²,100 m²,3,3,1,120000 CLP,,,,,,
173,La Gloria/apoquindo,Departamento,Publicado hace 2 días,2021-07-01,"La Gloria 1 - 300, Metro Escuela Militar, Las Condes, RM (Metropolitana)",480.000,,"0,38 UF/m²","0,37 UF/m²",42 m²,38 m²,1,1,1,,,,,,,
174,Arriendo Dep. 1 Dorm Con Estac. Cderca Metro Escuela Militar,Departamento,Publicado hace 2 días,2021-07-01,"El Trovador 4200 - 4500, Metro Escuela Militar, Las Condes, RM (Metropolitana)",450.000,,"0,39 UF/m²","0,37 UF/m²",39 m²,39 m²,1,1,1,80000 CLP,,,,,,
175,Dep. Amoblado De 1 Dorm  Manquehue Norte / Kennedy,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",660.000,,"0,46 UF/m²","0,37 UF/m²",48 m²,48 m²,1,1,1,120000 CLP,,,,,,
176,Departamento Amoblado A 3 Cuadras Metro El Golf,Departamento,Publicado hace 2 días,2021-07-01,"Departamento Amoblado A 3 Cuadras Metro El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",31,921.097,"0,41 UF/m²","0,33 UF/m²",75 m²,75 m²,2,2,2,117000 CLP,,,,,,
177,Dep. Arriendo De 1 Dorm.alsacia Cerca Metro Alcántara,Departamento,Publicado hace 2 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",19,564.543,"0,59 UF/m²","0,37 UF/m²",32 m²,32 m²,1,1,1,110000 CLP,,,,,,
178,Dep. Amoblado De 2 D.y 2 B. Alsacia Cerca Metro Alcántara,Departamento,Publicado hace 2 días,2021-07-01,"Alsacia 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",33,980.522,"0,45 UF/m²","0,33 UF/m²",74 m²,74 m²,2,2,1,120000 CLP,,,,,,
179,Ebro - El Bosuqe - Metro Tobalaba - Sin Muebles Oportunidad,Departamento,Publicado hace 2 días,2021-07-01,"Ebro 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",450.000,,"0,27 UF/m²","0,37 UF/m²",56 m²,50 m²,1,1,1,,,,,,,
180,"Francisco De Asis, Detras Iglesia Nuestra Señora De Los",Departamento,Publicado hace 2 días,2021-07-01,"Francisco De Asis 205 - Departamento 503, Metro Escuela Militar, Las Condes, RM (Metropolitana)",22,653.682,"0,28 UF/m²","0,33 UF/m²",80 m²,70 m²,2,2,1,,,,,,,
181,"Impecable Departamento, 2 Dormitorios.",Departamento,Publicado hace 2 días,2021-07-01,"La Niña 3000 - 3300, Vaticano, Las Condes, RM (Metropolitana)",630.000,,"0,3 UF/m²","0,33 UF/m²",70 m²,65 m²,2,2,1,,,,,,,
182,El Golf / Alcantara / Vista Al Club De Golf,Departamento,Publicado hace 2 días,2021-07-01,"El Golf 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",1.700.000,,"0,27 UF/m²","0,24 UF/m²",215 m²,175 m²,4,4,2,,,,,,,
183,"Estupendo Departamento, Recién Remodelado",Departamento,,2021-07-01,"Cristobal Colon 5700 - 6000, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)",27,802.246,"0,23 UF/m²","0,29 UF/m²",117 m²,100 m²,3,2,1,,,,,,,
184,Sector Parque Arauco - Excelente Dpto Grandes Areas Verdes,Departamento,Publicado hace 2 días,2021-07-01,"Cerro Colorado 4922, Parque Arauco, Las Condes, RM (Metropolitana)",900.000,,"0,16 UF/m²","0,24 UF/m²",185 m²,170 m²,4,4,2,,,,,,,
185, Comodo Departamento ,Departamento,Publicado hace 2 días,2021-07-01,"Luis Rodríguez Velasco 4500 - 4800, Metro Escuela Militar, Las Condes, RM (Metropolitana)",400.000,,"0,3 UF/m²","0,37 UF/m²",45 m²,40 m²,1,1,1,,,,,,,
186,Departamento Muy Lindo Para Arriendo En Las Condes,Departamento,Publicado hace 2 días,2021-07-01,"Hamlet 4200 - 4500, Metro Escuela Militar, Las Condes, RM (Metropolitana)",650.000,,"0,4 UF/m²","0,37 UF/m²",55 m²,45 m²,1,1,1,,,,,,,
